,attachments,bot_id,comment,display_as_bot,edited,file,inviter,is_intro,is_multiteam,is_thread_broadcast,item,item_type,last_read,name,new_broadcast,old_name,parent_user_id,pinned_to,plain_text,purpose,reactions,replies,reply_count,root,slog_is_mpdm,slog_is_self_dm,slog_is_shared,slog_is_slackbot_dm,subscribed,subtype,text,thread_ts,timestamp,ts,type,unread_count,upload,upload_reply_to,user,username
57,,,,0,,"{u'filetype': u'pdf', u'channels': [], u'display_as_bot': False, u'id': u'F506CDTHS', u'size': 478180, u'title': u'Translation_Test_LiviaChang.pdf', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F506CDTHS/translation_test_liviachang.pdf', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1492449641, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F506CDTHS/download/translation_test_liviachang.pdf', u'user': u'U1UC9NH9Q', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PDF', u'is_external': False, u'mimetype': u'application/pdf', u'permalink_public': u'https://slack-files.com/T1T555TL0-F506CDTHS-b6536fb024', u'permalink': u'https://gstudents.slack.com/files/darren_reger/F506CDTHS/translation_test_liviachang.pdf', u'name': u'Translation_Test_LiviaChang.pdf', u'created': 1492449641, u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U1UC9NH9Q|darren_reger> uploaded a file: <https://gstudents.slack.com/files/darren_reger/F506CDTHS/translation_test_liviachang.pdf|Translation_Test_LiviaChang.pdf>,,,"Monday, 17 April 2017",message,,1,,U1UC9NH9Q,darren_reger
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oops!,,,"Monday, 17 April 2017",message,,,,U1UC9NH9Q,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1UC9NH9Q> which one? Your link is just to the whole folder...,,,"Monday, 17 April 2017",message,,,,U3GEBV00H,
60,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U1UCK7AAW']}]",,,,,,,,,,"got it, we will choose the account types we deem appropriate to label fraudulent.",,,"Monday, 17 April 2017",message,,,,U3ND5SKJ4,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<@U3ND5SKJ4>: ""You can use the acct_type to get the label. There are a few different possibilities for this value, but all we care about is fraud or not fraud.""",,,"Monday, 17 April 2017",message,,,,U1UCK7AAW,
62,,,,,"{u'user': u'U3ND5SKJ4', u'ts': u'1492449015.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"<@U1UCK7AAW> is there any sort of readme about the data? It is slightly unclear which account type is fraudulent (i.e. is â€˜fraudster_attâ€™ account type fraudulent, as well as â€˜fraudster_eventâ€™ and â€˜fraudsterâ€™ ?). Is this something we are to determine ourselves?",,,"Monday, 17 April 2017",message,,,,U3ND5SKJ4,
63,,,,,,,,,,,,,,,,,,[G34LMLH32],,,,,,,,,,,,,"Apologies for the delay, but if you wanted the contact info of Jungwon Byun, who came for Fridayâ€™s hiring talk from Upstart: <mailto:jungwon@upstart.com|jungwon@upstart.com>",,,"Monday, 17 April 2017",message,,,,U36E0PV7U,
64,,,,,,,,,,,,,,,,,U1UC9NH9Q,,,,,,,,,,,,,,<@U3GPHKJR1> yes please,1492394710,,"Monday, 17 April 2017",message,,,,U1UC9NH9Q,
65,,,,,"{u'user': u'U3GPHKJR1', u'ts': u'1492405743.000000'}",,,,,,,,,,,,U1UC9NH9Q,,,,,,,,,,,,,,after weâ€™re done we just place the PDF into the student files folder right?,1492394710,,"Monday, 17 April 2017",message,,,,U3GPHKJR1,
66,,,,,,,,,,,,,,,,,U1UC9NH9Q,,,,,,,,,,,,,,"<@U1UC9NH9Q> dammit, I'm sad I asked now. I was really close. Just looking into countries vs Spain and I think I could have gotten it. Ugh.",1492394710,,"Monday, 17 April 2017",message,,,,U3GEBV00H,
67,,,,,,,,,,,,,,,,,,,,,,"[{u'user': u'U3GEBV00H', u'ts': u'1492399542.186596'}, {u'user': u'U3GPHKJR1', u'ts': u'1492405722.757390'}, {u'user': u'U1UC9NH9Q', u'ts': u'1492406527.828186'}]",3,,,,,,0,,Search simpsons paradox,1492394710,,"Monday, 17 April 2017",message,3,,,U1UC9NH9Q,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is anyone working on the translation take-home?? It's driving me crazy! There's nothing wrong with it!! <@U1UC9NH9Q> I can't find the trick!!!,,,"Sunday, 16 April 2017",message,,,,U3GEBV00H,
69,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'badger3', u'users': [u'U3GPHKJR1']}]",,,,,,,,,,<@U3QFYFMB8> we're about to call your name. If you're in the building come on by,,,"Saturday, 15 April 2017",message,,,,U1UC9NH9Q,
70,,,,0,,"{u'thumb_480_w': 360, u'reactions': [{u'count': 1, u'name': u'badger3', u'users': [u'U3GPHKJR1']}], u'image_exif_rotation': 1, u'filetype': u'jpg', u'thumb_800_h': 1067, u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_480.jpg', u'display_as_bot': False, u'thumb_800_w': 800, u'id': u'F50A50ZQF', u'size': 2048779, u'original_h': 3024, u'thumb_360_w': 270, u'title': u'We have a george', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F50A50ZQF/image_uploaded_from_ios.jpg', u'thumb_720_h': 720, u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_64.jpg', u'ims': [], u'thumb_720_w': 540, u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_80.jpg', u'thumb_1024_w': 768, u'thumb_360_h': 360, u'thumb_480_h': 480, u'external_type': u'', u'username': u'', u'thumb_800': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_800.jpg', u'timestamp': 1492220528, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F50A50ZQF/download/image_uploaded_from_ios.jpg', u'thumb_1024': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_1024.jpg', u'user': u'U1UC9NH9Q', u'groups': [u'G34LMLH32'], u'thumb_960': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_960.jpg', u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F50A50ZQF-ec6c0954b1', u'permalink': u'https://gstudents.slack.com/files/darren_reger/F50A50ZQF/image_uploaded_from_ios.jpg', u'name': u'Image uploaded from iOS.jpg', u'created': 1492220528, u'thumb_1024_h': 1024, u'thumb_960_h': 960, u'original_w': 4032, u'thumb_960_w': 720, u'comments_count': 0, u'mode': u'hosted', u'thumb_720': u'https://files.slack.com/files-tmb/T1T555TL0-F50A50ZQF-2d13027314/image_uploaded_from_ios_720.jpg', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U1UC9NH9Q|darren_reger> uploaded a file: <https://gstudents.slack.com/files/darren_reger/F50A50ZQF/image_uploaded_from_ios.jpg|We have a george>,,,"Saturday, 15 April 2017",message,,1,32E30E34-7C0A-4E95-8844-B16BBE21BECA,U1UC9NH9Q,darren_reger
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:+1:,,,"Saturday, 15 April 2017",message,,,,U3QFYFMB8,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U3QFYFMB8> <@U1UTKSSFR> come to 5 th floor ,,,"Saturday, 15 April 2017",message,,,,U3P1FCSTT,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th floor,,,"Saturday, 15 April 2017",message,,,,U3P1FCSTT,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Where is everyone?,,,"Saturday, 15 April 2017",message,,,,U3P1FCSTT,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What about the case study? We wrapping it that early? 2 or 3?,,,"Saturday, 15 April 2017",message,,,,U3GEBV00H,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No worries at all, this week is super tough to schedule things for",,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank you <@U1UC9NH9Q> I'll make sure it's done this weekend.  Was really looking forward to doing it just had a bunch of meetings today and yesterday.,,,"Friday, 14 April 2017",message,,,,U3GPHKJR1,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,will likely be around the same time (roughly 2 or 3pm in one of the classrooms),,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"weâ€™ll meet in a classroom on Monday, stay tuned for monday morning when Iâ€™ll let ppl know the meeting time/place",,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:ok_hand: ,,,"Friday, 14 April 2017",message,,,,U3GEBV00H,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The majority of people asked to cancel,,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If so, where?",,,"Friday, 14 April 2017",message,,,,U3GEBV00H,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are we meeting then?,,,"Friday, 14 April 2017",message,,,,U3GEBV00H,
84,,,,,,,,,,,,,,,,,,,,,"[{u'count': 3, u'name': u'+1', u'users': [u'U3KA2HGDD', u'U3NEANFLZ', u'U3GEBV00H']}]",,,,,,,,,,"<!channel> Are people ready to discuss the A/B testing case study now at 4pm? The other option is to postpone the discussion until Monday afternoon so you can work on it over the weekend but that would cut into your fraud detection case study time that day. Thumbs up emoji for 4pm today, thumbs down for Monday afternoon.",,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
85,"[{u'thumb_height': 360, u'thumb_url': u'https://i.ytimg.com/vi/zB4I68XVPzQ/hqdefault.jpg', u'thumb_width': 480, u'title': u'Star Wars: The Last Jedi Official Teaser', u'service_name': u'YouTube', u'author_link': u'https://www.youtube.com/user/starwars', u'video_html_width': 400, u'author_name': u'Star Wars', u'title_link': u'https://youtu.be/zB4I68XVPzQ', u'video_html': u'<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/zB4I68XVPzQ?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allowfullscreen></iframe>', u'video_html_height': 225, u'service_url': u'https://www.youtube.com/', u'from_url': u'https://youtu.be/zB4I68XVPzQ', u'fallback': u'YouTube Video: Star Wars: The Last Jedi Official Teaser', u'service_icon': u'https://a.slack-edge.com/2089/img/unfurl_icons/youtube.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'eyes', u'users': [u'U3GD4QSGG']}]",,,,,,,,,,<https://youtu.be/zB4I68XVPzQ>,,,"Friday, 14 April 2017",message,,,,U365TCNH3,
86,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U3GPHKJR1']}]",,,,,,,,,,<@U3QFYFMB8> <@U3GPHKJR1> We are waiting for you in Alcatraz!!,,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Upstart - great company! - is giving a hiring talk in room 312 at 12 pm. *Everyone should be there!!*,,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<@U3F1AHRHT> When do we get kicked out of the gstudents slack ? Wondering so I can get any relevant links, etc. from channels/conversations before thenâ€¦",,,"Friday, 14 April 2017",message,,,,U365TCNH3,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy Friday everyone.  I have one spot left for a mock-up interview today if anyone is interested...,,,"Friday, 14 April 2017",message,,,,U1VA45RE2,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Much of radiology consists of performing tedious tasks that would greatly benefit from automation, such as segmenting anatomical regions, characterizing lesions and writing reports. Additionally, non-radiologist clinicians who make treatment decisions often do not have the ability to synthesize the myriad components of available clinical information to make the best possible treatment decisions for their patients. Arterysâ€™ goal is to use the latest machine learning technology to solve these problems, help clinicians work more efficiently, and make a dramatic impact on patient outcomes.
As a member of the Machine Learning team at Arterys, you will be responsible for developing novel deep learning-based approaches to automate many aspects of medicine, including radiology, disease diagnosis and preventative medicine. Youâ€™ll spend time prototyping novel algorithms, translating them into production-level code, and integrating them into our state-of-the-art cloud-based software. Youâ€™ll develop beautiful tools from messy, real-world datasets and youâ€™ll help improve the lives of millions of patients.",,,"Friday, 14 April 2017",message,,,,U3H8AKK5K,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round 2 of interviews starting now! <@U3NEANFLZ> <@U3PPCPC1K> <@U3H4FK351> in Room 312, <@U3HML0DHN> <@U3H8AKK5K> <@U3P1FCSTT> in Alcatraz!!!!",,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Looking forward to seeing you all today for your mock interviews!
<@U3GEBV00H> <@U365TCNH3> <@U3NCECYLR> You will be meeting with James in room 312. The interviews start at 9 am sharp.
<@U3K6F21UG> <@U3KBWD3CY> <@U3Q82DWV9> You will be meeting with me in Alcatraz on the first floor (by the kitchen). 9am!
Remember to bring a *job description* of a role you are interested in applying for - *this will be the first thing we ask you for.* Obviously, please *read through the job description* and be familiar with it prior to starting the interview.
See you soon!",,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel>: Networking opp: <https://www.eventbrite.com/e/berkeley-data-science-forum-2017-tickets-33048907171#tickets>,,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Reminder to turn in your graduation requirements by *9 am Friday, April 14th.* I'll be checking them off! Here is the list again: <https://docs.google.com/a/galvanize.com/document/d/1hloJcS5zVe74RVKQuqgifV7s5o7_N_ianX6gma3WbcM/edit?usp=sharing>",,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public speaking club starting in the 312 classroom at 6pm,,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weâ€™ll go over the take home tomorrow at 4pm. Itâ€™s not particularly difficult, you should be able to answer it in roughly 3hrs.",,,"Friday, 14 April 2017",message,,,,U1UC9NH9Q,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Hello everyone! Looking forward to seeing you all tomorrow for mock interviews. Please arrive a couple minutes before your scheduled interview time - interviews are running back-to-back and we need to start promptly. 
*Each student should bring a job description for a role you are interested in applying to.* You may print it out (preferred) or have it ready to slack to your interviewer when you start. Some parts of the interview questions may be tailored to this role. *Do not forget to bring a job description.*
If you have any questions, please let me know! The schedule and locations of the interviews tomorrow are here: <https://docs.google.com/spreadsheets/d/10yEZJyQ2G9QOsEHfL6pebMXQDTfUDyBJLjWbTR4IQss/edit?usp=sharing>",,,"Friday, 14 April 2017",message,,,,U36C8HHU3,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> ^,,,"Thursday, 13 April 2017",message,,,,U1UC9NH9Q,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sorry I didnâ€™t send this earlier, here is the easy translation test <https://drive.google.com/open?id=0B95q7pX_FuenQzVDTTZBYTdKaHM>",,,"Thursday, 13 April 2017",message,,,,U1UC9NH9Q,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Career services questions:
1. tell me about yourself
2 tell me about your project?3. tell me about a time you failed
4. tell me about a time you dealt with a difficult coworker?
5. how would you describe yourself in 3 words? and why did you choose them?",,,"Thursday, 13 April 2017",message,,,,U26GKQDUJ,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data science event at Berkeley this weekend: <https://www.eventbrite.com/e/berkeley-data-science-forum-2017-tickets-33048907171>,,,"Thursday, 13 April 2017",message,,,,U3QBGLLB1,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Contact info for the hiring talk with Evidation Health:     Luca Foschini &lt;lfoschini@evidation.com&gt;,,,"Thursday, 13 April 2017",message,,,,U36E0PV7U,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Hiring talk at *12 pm in Room 312*!! Everyone should be there to meet with Evidation Health! :smile:,,,"Thursday, 13 April 2017",message,,,,U36C8HHU3,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hey there, casually awesome g35- I know you've got photo memories to share! Reminder that you have a Drive folder ready for your pics- the more I get, the better the slideshow will be. Send them here: <https://drive.google.com/drive/u/0/folders/0BzVU7CBWmDI_T2MxWDc5bzRiSkk>",,,"Thursday, 13 April 2017",message,,,,U3F1AHRHT,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> I'm having office hours today from 10 - 12 - I'll be on the sofas on the first floor by the Howard side elevators. Come see me! :slightly_smiling_face:,,,"Thursday, 13 April 2017",message,,,,U36C8HHU3,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> If you did not participate in either negotiation workshop, you need to schedule time with me to make that up.",,,"Thursday, 13 April 2017",message,,,,U36C8HHU3,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Please note that if the assignments are not turned in as described in this doc (eg., slacked to me, or in your careers folder), I will count them as incomplete.",,,"Thursday, 13 April 2017",message,,,,U36C8HHU3,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hey <!channel>! For those of you who weren't in the classroom this morning, these items (which most of you have completed!!) are *requirements for graduation*. If you *have not completed and turned in these requirements by 9 am tomorrow morning, I will let Jenny know you have not completed the careers requirements for graduation.* Please let me know if you have any questions! <https://docs.google.com/a/galvanize.com/document/d/1hloJcS5zVe74RVKQuqgifV7s5o7_N_ianX6gma3WbcM/edit?usp=sharing>",,,"Thursday, 13 April 2017",message,,,,U36C8HHU3,
109,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'kirby', u'users': [u'U26GKQDUJ']}, {u'count': 1, u'name': u'turtle', u'users': [u'U3QFYFMB8']}]",,,,,,,,,,<!channel> get to the classroom immediately for the tackling the takehome lecture.,,,"Thursday, 13 April 2017",message,,,,U1UC9NH9Q,
110,,,,0,,"{u'initial_comment': {u'comment': u'This is the slide deck weâ€™ll be using for todayâ€™s lecture about take homes.', u'created': 1492098513, u'timestamp': 1492098513, u'is_intro': True, u'user': u'U1UC9NH9Q', u'id': u'Fc4Y834M0R', u'channel': u''}, u'filetype': u'pdf', u'channels': [], u'display_as_bot': False, u'id': u'F4YV5CFFW', u'size': 83724, u'title': u'Tackling the Take Home.pdf', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F4YV5CFFW/tackling_the_take_home.pdf', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1492098513, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F4YV5CFFW/download/tackling_the_take_home.pdf', u'user': u'U1UC9NH9Q', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PDF', u'is_external': False, u'mimetype': u'application/pdf', u'permalink_public': u'https://slack-files.com/T1T555TL0-F4YV5CFFW-4a28dbead4', u'permalink': u'https://gstudents.slack.com/files/darren_reger/F4YV5CFFW/tackling_the_take_home.pdf', u'name': u'Tackling the Take Home.pdf', u'created': 1492098513, u'comments_count': 1, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U1UC9NH9Q|darren_reger> uploaded a file: <https://gstudents.slack.com/files/darren_reger/F4YV5CFFW/tackling_the_take_home.pdf|Tackling the Take Home.pdf> and commented: This is the slide deck weâ€™ll be using for todayâ€™s lecture about take homes.,,,"Thursday, 13 April 2017",message,,1,,U1UC9NH9Q,darren_reger
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links to the Markov papers in this drive: <https://drive.google.com/open?id=0B95q7pX_FuencHpqRXV5VDJ0ZXM>,,,"Wednesday, 12 April 2017",message,,,,U1UC9NH9Q,
